,Reader,RFID,Time,Date,Timestamp,num,Day,Adjust,Adjust_num,Good_num
193,R30,2.50E+25,12:35:50,1:01:00,00-01-01 12:35,946730150,2,17-11-18 17:04,1511024640,2457754790
194,R30,2.50E+25,12:36:13,1:01:00,00-01-01 12:36,946730173,2,17-11-18 17:04,1511024640,2457754813
195,R30,2.50E+25,12:36:20,1:01:00,00-01-01 12:36,946730180,2,17-11-18 17:04,1511024640,2457754820
196,R30,2.48E+25,18:59:08,1:01:00,00-01-01 18:59,946753148,2,17-11-18 17:04,1511024640,2457777788
197,R30,2.48E+25,18:59:08,1:01:00,00-01-01 18:59,946753148,2,17-11-18 17:04,1511024640,2457777788
198,R30,2.48E+25,18:59:08,1:01:00,00-01-01 18:59,946753148,2,17-11-18 17:04,1511024640,2457777788
199,R30,2.48E+25,18:59:09,1:01:00,00-01-01 18:59,946753149,2,17-11-18 17:04,1511024640,2457777789
200,R30,0,0:00:03,1:01:00,00-01-01 0:00,946684803,,,,
201,R30,2.48E+25,14:47:22,11:19:17,17-11-19 14:47,1511102842,,,,
202,R30,2.48E+25,14:47:23,11:19:17,17-11-19 14:47,1511102843,,,,
203,R30,0,0:00:02,1:01:00,00-01-01 0:00,946684802,,,,
204,R30,2.48E+25,0:03:11,1:01:00,00-01-01 0:03,946684991,3,17-11-19 16:39,1511109540,2457794531
205,R30,2.48E+25,0:03:12,1:01:00,00-01-01 0:03,946684992,3,17-11-19 16:39,1511109540,2457794532
206,R30,2.50E+25,1:15:24,1:01:00,00-01-01 1:15,946689324,3,17-11-19 16:39,1511109540,2457798864
207,R30,2.50E+25,4:26:23,1:01:00,00-01-01 4:26,946700783,3,17-11-19 16:39,1511109540,2457810323
208,R30,2.50E+25,4:26:24,1:01:00,00-01-01 4:26,946700784,3,17-11-19 16:39,1511109540,2457810324
209,R30,2.50E+25,4:26:24,1:01:00,00-01-01 4:26,946700784,3,17-11-19 16:39,1511109540,2457810324
210,R30,2.50E+25,4:26:25,1:01:00,00-01-01 4:26,946700785,3,17-11-19 16:39,1511109540,2457810325
211,R30,2.50E+25,9:50:01,1:01:00,00-01-01 9:50,946720201,3,17-11-19 16:39,1511109540,2457829741
212,R30,2.50E+25,9:50:05,1:01:00,00-01-01 9:50,946720205,3,17-11-19 16:39,1511109540,2457829745
213,R30,2.50E+25,9:54:22,1:01:00,00-01-01 9:54,946720462,3,17-11-19 16:39,1511109540,2457830002
214,R30,2.50E+25,9:54:23,1:01:00,00-01-01 9:54,946720463,3,17-11-19 16:39,1511109540,2457830003
215,R30,2.50E+25,9:54:23,1:01:00,00-01-01 9:54,946720463,3,17-11-19 16:39,1511109540,2457830003
216,R30,2.50E+25,9:54:23,1:01:00,00-01-01 9:54,946720463,3,17-11-19 16:39,1511109540,2457830003
217,R30,2.50E+25,9:54:25,1:01:00,00-01-01 9:54,946720465,3,17-11-19 16:39,1511109540,2457830005
218,R30,2.50E+25,9:54:54,1:01:00,00-01-01 9:54,946720494,3,17-11-19 16:39,1511109540,2457830034
219,R30,2.50E+25,9:54:55,1:01:00,00-01-01 9:54,946720495,3,17-11-19 16:39,1511109540,2457830035
220,R30,2.50E+25,9:54:56,1:01:00,00-01-01 9:54,946720496,3,17-11-19 16:39,1511109540,2457830036
221,R30,2.50E+25,10:46:45,1:01:00,00-01-01 10:46,946723605,3,17-11-19 16:39,1511109540,2457833145
222,R30,2.50E+25,10:46:50,1:01:00,00-01-01 10:46,946723610,3,17-11-19 16:39,1511109540,2457833150
223,R30,2.50E+25,10:46:50,1:01:00,00-01-01 10:46,946723610,3,17-11-19 16:39,1511109540,2457833150
224,R30,2.50E+25,10:46:51,1:01:00,00-01-01 10:46,946723611,3,17-11-19 16:39,1511109540,2457833151
225,R30,2.50E+25,10:46:59,1:01:00,00-01-01 10:46,946723619,3,17-11-19 16:39,1511109540,2457833159
226,R30,2.50E+25,10:47:00,1:01:00,00-01-01 10:47,946723620,3,17-11-19 16:39,1511109540,2457833160
227,R30,2.50E+25,10:47:00,1:01:00,00-01-01 10:47,946723620,3,17-11-19 16:39,1511109540,2457833160
228,R30,2.50E+25,10:47:03,1:01:00,00-01-01 10:47,946723623,3,17-11-19 16:39,1511109540,2457833163
229,R30,2.50E+25,10:47:07,1:01:00,00-01-01 10:47,946723627,3,17-11-19 16:39,1511109540,2457833167
230,R30,2.50E+25,10:47:07,1:01:00,00-01-01 10:47,946723627,3,17-11-19 16:39,1511109540,2457833167
231,R30,2.50E+25,10:47:09,1:01:00,00-01-01 10:47,946723629,3,17-11-19 16:39,1511109540,2457833169
232,R30,2.50E+25,10:47:10,1:01:00,00-01-01 10:47,946723630,3,17-11-19 16:39,1511109540,2457833170
233,R30,2.50E+25,10:47:11,1:01:00,00-01-01 10:47,946723631,3,17-11-19 16:39,1511109540,2457833171
