# Detector	X	Y
A1	690	0
A2	680	0
A3	670	0
A4	660	0
A5	650	0
A6	640	0
A7	630	0
A8	620	0
A9	610	0
A10	600	0
A11	590	0
A12	580	0
A13	570	0
A14	560	0
A15	550	0
A16	540	0
A17	530	0
A18	520	0
A19	510	0
A20	500	0
A21	490	0
A22	480	0
A23	470	0
A24	460	0
A25	450	0
A26	440	0
A27	430	0
A28	420	0
A29	410	0
A30	400	0
A31	390	0
A32	380	0
A33	370	0
A34	360	0
A35	350	0
A36	340	0
A37	330	0
A38	320	0
A39	310	0
A40	300	0
A41	290	0
A42	280	0
A43	270	0
A44	260	0
A45	250	0
A46	240	0
A47	230	0
A48	220	0
A49	210	0
A50	200	0
A51	190	0
A52	180	0
A53	170	0
A54	160	0
A55	150	0
A56	140	0
A57	130	0
A58	120	0
A59	110	0
A60	100	0
A61	90	0
A62	80	0
A63	70	0
A64	60	0
A65	50	0
A66	40	0
A67	30	0
A68	20	0
A69	10	0
A70	0	0
B1	690	10
B2	680	10
B3	670	10
B4	660	10
B5	650	10
B6	640	10
B7	630	10
B8	620	10
B9	610	10
B10	600	10
B11	590	10
B12	580	10
B13	570	10
B14	560	10
B15	550	10
B16	540	10
B17	530	10
B18	520	10
B19	510	10
B20	500	10
B21	490	10
B22	480	10
B23	470	10
B24	460	10
B25	450	10
B26	440	10
B27	430	10
B28	420	10
B29	410	10
B30	400	10
B31	390	10
B32	380	10
B33	370	10
B34	360	10
B35	350	10
B36	340	10
B37	330	10
B38	320	10
B39	310	10
B40	300	10
B41	290	10
B42	280	10
B43	270	10
B44	260	10
B45	250	10
B46	240	10
B47	230	10
B48	220	10
B49	210	10
B50	200	10
B51	190	10
B52	180	10
B53	170	10
B54	160	10
B55	150	10
B56	140	10
B57	130	10
B58	120	10
B59	110	10
B60	100	10
B61	90	10
B62	80	10
B63	70	10
B64	60	10
B65	50	10
B66	40	10
B67	30	10
B68	20	10
B69	10	10
B70	0	10
C1	690	20
C2	680	20
C3	670	20
C4	660	20
C5	650	20
C6	640	20
C7	630	20
C8	620	20
C9	610	20
C10	600	20
C11	590	20
C12	580	20
C13	570	20
C14	560	20
C15	550	20
C16	540	20
C17	530	20
C18	520	20
C19	510	20
C20	500	20
C21	490	20
C22	480	20
C23	470	20
C24	460	20
C25	450	20
C26	440	20
C27	430	20
C28	420	20
C29	410	20
C30	400	20
C31	390	20
C32	380	20
C33	370	20
C34	360	20
C35	350	20
C36	340	20
C37	330	20
C38	320	20
C39	310	20
C40	300	20
C41	290	20
C42	280	20
C43	270	20
C44	260	20
C45	250	20
C46	240	20
C47	230	20
C48	220	20
C49	210	20
C50	200	20
C51	190	20
C52	180	20
C53	170	20
C54	160	20
C55	150	20
C56	140	20
C57	130	20
C58	120	20
C59	110	20
C60	100	20
C61	90	20
C62	80	20
C63	70	20
C64	60	20
C65	50	20
C66	40	20
C67	30	20
C68	20	20
C69	10	20
C70	0	20
D1	690	30
D2	680	30
D3	670	30
D4	660	30
D5	650	30
D6	640	30
D7	630	30
D8	620	30
D9	610	30
D10	600	30
D11	590	30
D12	580	30
D13	570	30
D14	560	30
D15	550	30
D16	540	30
D17	530	30
D18	520	30
D19	510	30
D20	500	30
D21	490	30
D22	480	30
D23	470	30
D24	460	30
D25	450	30
D26	440	30
D27	430	30
D28	420	30
D29	410	30
D30	400	30
D31	390	30
D32	380	30
D33	370	30
D34	360	30
D35	350	30
D36	340	30
D37	330	30
D38	320	30
D39	310	30
D40	300	30
D41	290	30
D42	280	30
D43	270	30
D44	260	30
D45	250	30
D46	240	30
D47	230	30
D48	220	30
D49	210	30
D50	200	30
D51	190	30
D52	180	30
D53	170	30
D54	160	30
D55	150	30
D56	140	30
D57	130	30
D58	120	30
D59	110	30
D60	100	30
D61	90	30
D62	80	30
D63	70	30
D64	60	30
D65	50	30
D66	40	30
D67	30	30
D68	20	30
D69	10	30
D70	0	30
E1	690	40
E2	680	40
E3	670	40
E4	660	40
E5	650	40
E6	640	40
E7	630	40
E8	620	40
E9	610	40
E10	600	40
E11	590	40
E12	580	40
E13	570	40
E14	560	40
E15	550	40
E16	540	40
E17	530	40
E18	520	40
E19	510	40
E20	500	40
E21	490	40
E22	480	40
E23	470	40
E24	460	40
E25	450	40
E26	440	40
E27	430	40
E28	420	40
E29	410	40
E30	400	40
E31	390	40
E32	380	40
E33	370	40
E34	360	40
E35	350	40
E36	340	40
E37	330	40
E38	320	40
E39	310	40
E40	300	40
E41	290	40
E42	280	40
E43	270	40
E44	260	40
E45	250	40
E46	240	40
E47	230	40
E48	220	40
E49	210	40
E50	200	40
E51	190	40
E52	180	40
E53	170	40
E54	160	40
E55	150	40
E56	140	40
E57	130	40
E58	120	40
E59	110	40
E60	100	40
E61	90	40
E62	80	40
E63	70	40
E64	60	40
E65	50	40
E66	40	40
E67	30	40
E68	20	40
E69	10	40
E70	0	40
F1	690	50
F2	680	50
F3	670	50
F4	660	50
F5	650	50
F6	640	50
F7	630	50
F8	620	50
F9	610	50
F10	600	50
F11	590	50
F12	580	50
F13	570	50
F14	560	50
F15	550	50
F16	540	50
F17	530	50
F18	520	50
F19	510	50
F20	500	50
F21	490	50
F22	480	50
F23	470	50
F24	460	50
F25	450	50
F26	440	50
F27	430	50
F28	420	50
F29	410	50
F30	400	50
F31	390	50
F32	380	50
F33	370	50
F34	360	50
F35	350	50
F36	340	50
F37	330	50
F38	320	50
F39	310	50
F40	300	50
F41	290	50
F42	280	50
F43	270	50
F44	260	50
F45	250	50
F46	240	50
F47	230	50
F48	220	50
F49	210	50
F50	200	50
F51	190	50
F52	180	50
F53	170	50
F54	160	50
F55	150	50
F56	140	50
F57	130	50
F58	120	50
F59	110	50
F60	100	50
F61	90	50
F62	80	50
F63	70	50
F64	60	50
F65	50	50
F66	40	50
F67	30	50
F68	20	50
F69	10	50
F70	0	50
G1	690	60
G2	680	60
G3	670	60
G4	660	60
G5	650	60
G6	640	60
G7	630	60
G8	620	60
G9	610	60
G10	600	60
G11	590	60
G12	580	60
G13	570	60
G14	560	60
G15	550	60
G16	540	60
G17	530	60
G18	520	60
G19	510	60
G20	500	60
G21	490	60
G22	480	60
G23	470	60
G24	460	60
G25	450	60
G26	440	60
G27	430	60
G28	420	60
G29	410	60
G30	400	60
G31	390	60
G32	380	60
G33	370	60
G34	360	60
G35	350	60
G36	340	60
G37	330	60
G38	320	60
G39	310	60
G40	300	60
G41	290	60
G42	280	60
G43	270	60
G44	260	60
G45	250	60
G46	240	60
G47	230	60
G48	220	60
G49	210	60
G50	200	60
G51	190	60
G52	180	60
G53	170	60
G54	160	60
G55	150	60
G56	140	60
G57	130	60
