"","mouse1","mouse2","pair","OI","sex1","sex2","type","window"
"550","121","127","121.127",0,"M","F","MF",5400
"551","121","129","121.129",0.000252016129032258,"M","M","MM",5400
"552","121","92","121.92",0.0030241935483871,"M","M","MM",5400
"553","121","93","121.93",0.00705645161290323,"M","M","MM",5400
"554","121","94","121.94",0.0120967741935484,"M","F","MF",5400
"555","121","95","121.95",0,"M","F","MF",5400
"556","121","96","121.96",0,"M","F","MF",5400
"557","121","97","121.97",0,"M","F","MF",5400
"558","121","uk2","121.uk2",0.0123487903225806,"M","U",NA,5400
"559","122","103","122.103",0,"F","F","FF",5400
"560","122","104","122.104",0,"F","M","MF",5400
"561","122","105","122.105",0,"F","F","FF",5400
"562","122","106","122.106",0,"F","M","MF",5400
"563","122","107","122.107",0,"F","F","FF",5400
"564","122","108","122.108",0,"F","M","MF",5400
"565","122","109","122.109",0,"F","M","MF",5400
"566","122","110","122.110",0,"F","M","MF",5400
"567","122","111","122.111",0,"F","M","MF",5400
"568","122","112","122.112",0,"F","F","FF",5400
"569","122","113","122.113",0,"F","M","MF",5400
"570","122","114","122.114",0,"F","M","MF",5400
"571","122","115","122.115",0,"F","F","FF",5400
"572","122","116","122.116",0,"F","M","MF",5400
"573","122","118","122.118",0,"F","M","MF",5400
"574","122","119","122.119",0,"F","M","MF",5400
"575","122","120","122.120",0,"F","M","MF",5400
"576","122","121","122.121",0,"F","M","MF",5400
"577","122","123","122.123",0,"F","F","FF",5400
"578","122","124","122.124",0,"F","F","FF",5400
"579","122","125","122.125",0,"F","M","MF",5400
"580","122","126","122.126",0,"F","M","MF",5400
"581","122","127","122.127",0,"F","F","FF",5400
"582","122","129","122.129",0,"F","M","MF",5400
"583","122","92","122.92",0,"F","M","MF",5400
"584","122","93","122.93",0,"F","M","MF",5400
"585","122","94","122.94",0,"F","F","FF",5400
"586","122","95","122.95",0,"F","F","FF",5400
"587","122","96","122.96",0,"F","F","FF",5400
"588","122","97","122.97",0,"F","F","FF",5400
"589","122","uk2","122.uk2",0,"F","U",NA,5400
"590","123","103","123.103",0,"F","F","FF",5400
"591","123","104","123.104",0,"F","M","MF",5400
"592","123","105","123.105",0,"F","F","FF",5400
"593","123","106","123.106",0,"F","M","MF",5400
"594","123","107","123.107",0,"F","F","FF",5400
"595","123","108","123.108",0,"F","M","MF",5400
"596","123","109","123.109",0,"F","M","MF",5400
"597","123","110","123.110",0,"F","M","MF",5400
"598","123","111","123.111",0,"F","M","MF",5400
"599","123","112","123.112",0,"F","F","FF",5400
"600","123","113","123.113",0,"F","M","MF",5400
"601","123","114","123.114",0,"F","M","MF",5400
"602","123","115","123.115",0,"F","F","FF",5400
"603","123","116","123.116",0,"F","M","MF",5400
"604","123","118","123.118",0,"F","M","MF",5400
"605","123","119","123.119",0,"F","M","MF",5400
"606","123","120","123.120",0,"F","M","MF",5400
"607","123","121","123.121",0,"F","M","MF",5400
"608","123","122","123.122",0,"F","F","FF",5400
"609","123","124","123.124",0,"F","F","FF",5400
"610","123","125","123.125",0,"F","M","MF",5400
"611","123","126","123.126",0,"F","M","MF",5400
"612","123","127","123.127",0,"F","F","FF",5400
"613","123","129","123.129",0,"F","M","MF",5400
"614","123","92","123.92",0,"F","M","MF",5400
"615","123","93","123.93",0,"F","M","MF",5400
"616","123","94","123.94",0,"F","F","FF",5400
"617","123","95","123.95",0,"F","F","FF",5400
"618","123","96","123.96",0,"F","F","FF",5400
"619","123","97","123.97",0,"F","F","FF",5400
"620","123","uk2","123.uk2",0,"F","U",NA,5400
"621","124","103","124.103",0,"F","F","FF",5400
"622","124","104","124.104",0,"F","M","MF",5400
"623","124","105","124.105",0,"F","F","FF",5400
"624","124","106","124.106",0,"F","M","MF",5400
"625","124","107","124.107",0,"F","F","FF",5400
"626","124","108","124.108",0,"F","M","MF",5400
"627","124","109","124.109",0,"F","M","MF",5400
"628","124","110","124.110",0,"F","M","MF",5400
"629","124","111","124.111",0.000593987023668098,"F","M","MF",5400
"630","124","112","124.112",0,"F","F","FF",5400
"631","124","113","124.113",0,"F","M","MF",5400
"632","124","114","124.114",0,"F","M","MF",5400
"633","124","115","124.115",0,"F","F","FF",5400
"634","124","116","124.116",0,"F","M","MF",5400
"635","124","118","124.118",0,"F","M","MF",5400
"636","124","119","124.119",0,"F","M","MF",5400
"637","124","120","124.120",0,"F","M","MF",5400
"638","124","121","124.121",0,"F","M","MF",5400
"639","124","122","124.122",0,"F","F","FF",5400
"640","124","123","124.123",0,"F","F","FF",5400
"641","124","125","124.125",0.0206524718998446,"F","M","MF",5400
"642","124","126","124.126",0.000274147857077584,"F","M","MF",5400
"643","124","127","124.127",0,"F","F","FF",5400
"644","124","129","124.129",0,"F","M","MF",5400
"645","124","92","124.92",0,"F","M","MF",5400
"646","124","93","124.93",0,"F","M","MF",5400
"647","124","94","124.94",0,"F","F","FF",5400
"648","124","95","124.95",0,"F","F","FF",5400
"649","124","96","124.96",0,"F","F","FF",5400
"650","124","97","124.97",0,"F","F","FF",5400
"651","124","uk2","124.uk2",0,"F","U",NA,5400
"652","125","103","125.103",0,"M","F","MF",5400
"653","125","104","125.104",0,"M","M","MM",5400
"654","125","105","125.105",0,"M","F","MF",5400
"655","125","106","125.106",0,"M","M","MM",5400
"656","125","107","125.107",0,"M","F","MF",5400
"657","125","108","125.108",0,"M","M","MM",5400
"658","125","109","125.109",0,"M","M","MM",5400
"659","125","110","125.110",0,"M","M","MM",5400
"660","125","111","125.111",0.000268196379348879,"M","M","MM",5400
"661","125","112","125.112",0,"M","F","MF",5400
"662","125","113","125.113",0,"M","M","MM",5400
"663","125","114","125.114",0,"M","M","MM",5400
"664","125","115","125.115",0,"M","F","MF",5400
"665","125","116","125.116",0,"M","M","MM",5400
"666","125","118","125.118",0,"M","M","MM",5400
"667","125","119","125.119",0,"M","M","MM",5400
"668","125","120","125.120",0,"M","M","MM",5400
"669","125","121","125.121",0,"M","M","MM",5400
"670","125","122","125.122",0,"M","F","MF",5400
"671","125","123","125.123",0,"M","F","MF",5400
"672","125","124","125.124",0.0208001191983908,"M","F","MF",5400
"673","125","126","125.126",0.000104298591969008,"M","M","MM",5400
"674","125","127","125.127",0,"M","F","MF",5400
"675","125","129","125.129",0,"M","M","MM",5400
"676","125","92","125.92",0,"M","M","MM",5400
"677","125","93","125.93",0,"M","M","MM",5400
"678","125","94","125.94",0,"M","F","MF",5400
"679","125","95","125.95",0,"M","F","MF",5400
"680","125","96","125.96",0,"M","F","MF",5400
"681","125","97","125.97",0,"M","F","MF",5400
"682","125","uk2","125.uk2",0,"M","U",NA,5400
"683","126","103","126.103",0,"M","F","MF",5400
"684","126","104","126.104",0,"M","M","MM",5400
"685","126","105","126.105",0,"M","F","MF",5400
"686","126","106","126.106",0,"M","M","MM",5400
"687","126","107","126.107",0,"M","F","MF",5400
"688","126","108","126.108",0,"M","M","MM",5400
"689","126","109","126.109",0,"M","M","MM",5400
"690","126","110","126.110",0,"M","M","MM",5400
"691","126","111","126.111",0,"M","M","MM",5400
"692","126","112","126.112",0,"M","F","MF",5400
"693","126","113","126.113",0,"M","M","MM",5400
"694","126","114","126.114",0,"M","M","MM",5400
"695","126","115","126.115",0,"M","F","MF",5400
"696","126","116","126.116",0,"M","M","MM",5400
"697","126","118","126.118",0,"M","M","MM",5400
"698","126","119","126.119",0,"M","M","MM",5400
"699","126","120","126.120",0,"M","M","MM",5400
"700","126","121","126.121",0,"M","M","MM",5400
"701","126","122","126.122",0,"M","F","MF",5400
"702","126","123","126.123",0,"M","F","MF",5400
"703","126","124","126.124",0.0161290322580645,"M","F","MF",5400
"704","126","125","126.125",0.0241935483870968,"M","M","MM",5400
"705","126","127","126.127",0,"M","F","MF",5400
"706","126","129","126.129",0,"M","M","MM",5400
"707","126","92","126.92",0,"M","M","MM",5400
"708","126","93","126.93",0,"M","M","MM",5400
"709","126","94","126.94",0,"M","F","MF",5400
"710","126","95","126.95",0,"M","F","MF",5400
"711","126","96","126.96",0,"M","F","MF",5400
"712","126","97","126.97",0,"M","F","MF",5400
"713","126","uk2","126.uk2",0,"M","U",NA,5400
"714","127","103","127.103",0,"F","F","FF",5400
"715","127","104","127.104",0,"F","M","MF",5400
"716","127","105","127.105",0,"F","F","FF",5400
"717","127","106","127.106",0,"F","M","MF",5400
"718","127","107","127.107",0,"F","F","FF",5400
"719","127","108","127.108",0,"F","M","MF",5400
"720","127","109","127.109",0,"F","M","MF",5400
"721","127","110","127.110",0,"F","M","MF",5400
"722","127","111","127.111",0,"F","M","MF",5400
"723","127","112","127.112",0,"F","F","FF",5400
"724","127","113","127.113",0,"F","M","MF",5400
"725","127","114","127.114",0,"F","M","MF",5400
"726","127","115","127.115",0,"F","F","FF",5400
"727","127","116","127.116",0,"F","M","MF",5400
"728","127","118","127.118",0,"F","M","MF",5400
"729","127","119","127.119",0,"F","M","MF",5400
"730","127","120","127.120",0,"F","M","MF",5400
"731","127","121","127.121",0,"F","M","MF",5400
"732","127","122","127.122",0,"F","F","FF",5400
"733","127","123","127.123",0,"F","F","FF",5400
"734","127","124","127.124",0,"F","F","FF",5400
"735","127","125","127.125",0,"F","M","MF",5400
"736","127","126","127.126",0,"F","M","MF",5400
"737","127","129","127.129",0,"F","M","MF",5400
"738","127","92","127.92",0,"F","M","MF",5400
"739","127","93","127.93",0,"F","M","MF",5400
"740","127","94","127.94",0,"F","F","FF",5400
"741","127","95","127.95",0,"F","F","FF",5400
"742","127","96","127.96",0,"F","F","FF",5400
"743","127","97","127.97",0,"F","F","FF",5400
"744","127","uk2","127.uk2",0,"F","U",NA,5400
"745","129","103","129.103",0,"M","F","MF",5400
"746","129","104","129.104",0,"M","M","MM",5400
"747","129","105","129.105",0,"M","F","MF",5400
"748","129","106","129.106",0.0118928078323083,"M","M","MM",5400
"749","129","107","129.107",0.000407932722480231,"M","F","MF",5400
"750","129","108","129.108",0.0111397012677294,"M","M","MM",5400
"751","129","109","129.109",0.000251035521526296,"M","M","MM",5400
"752","129","110","129.110",0,"M","M","MM",5400
"753","129","111","129.111",0,"M","M","MM",5400
"754","129","112","129.112",0,"M","F","MF",5400
"755","129","113","129.113",0,"M","M","MM",5400
"756","129","114","129.114",0,"M","M","MM",5400
"757","129","115","129.115",0,"M","F","MF",5400
"758","129","116","129.116",0,"M","M","MM",5400
"759","129","118","129.118",0.00662106188025606,"M","M","MM",5400
"760","129","119","129.119",0,"M","M","MM",5400
"761","129","120","129.120",0,"M","M","MM",5400
"762","129","121","129.121",6.2758880381574e-05,"M","M","MM",5400
"763","129","122","129.122",0,"M","F","MF",5400
"764","129","123","129.123",0,"M","F","MF",5400
"765","129","124","129.124",0,"M","F","MF",5400
"766","129","125","129.125",0,"M","M","MM",5400
"767","129","126","129.126",0,"M","M","MM",5400
"768","129","127","129.127",0,"M","F","MF",5400
"769","129","92","129.92",6.2758880381574e-05,"M","M","MM",5400
"770","129","93","129.93",0,"M","M","MM",5400
"771","129","94","129.94",0,"M","F","MF",5400
"772","129","95","129.95",0.0155328228944396,"M","F","MF",5400
"773","129","96","129.96",0,"M","F","MF",5400
"774","129","97","129.97",0,"M","F","MF",5400
"775","129","uk2","129.uk2",3.1379440190787e-05,"M","U",NA,5400
"776","92","103","92.103",0.000537634408602151,"M","F","MF",5400
"777","92","104","92.104",0,"M","M","MM",5400
"778","92","105","92.105",0,"M","F","MF",5400
"779","92","106","92.106",0.0003584229390681,"M","M","MM",5400
"780","92","107","92.107",8.96057347670251e-05,"M","F","MF",5400
"781","92","108","92.108",0,"M","M","MM",5400
"782","92","109","92.109",0,"M","M","MM",5400
"783","92","110","92.110",0,"M","M","MM",5400
"784","92","111","92.111",0,"M","M","MM",5400
"785","92","112","92.112",0,"M","F","MF",5400
"786","92","113","92.113",0,"M","M","MM",5400
"787","92","114","92.114",0,"M","M","MM",5400
"788","92","115","92.115",0,"M","F","MF",5400
"789","92","116","92.116",0.0152329749103943,"M","M","MM",5400
"790","92","118","92.118",0.0003584229390681,"M","M","MM",5400
"791","92","119","92.119",0,"M","M","MM",5400
"792","92","120","92.120",0,"M","M","MM",5400
"793","92","121","92.121",0.00197132616487455,"M","M","MM",5400
"794","92","122","92.122",0,"M","F","MF",5400
"795","92","123","92.123",0,"M","F","MF",5400
"796","92","124","92.124",0,"M","F","MF",5400
"797","92","125","92.125",0,"M","M","MM",5400
"798","92","126","92.126",0,"M","M","MM",5400
"799","92","127","92.127",0,"M","F","MF",5400
"800","92","129","92.129",0.00017921146953405,"M","M","MM",5400
"801","92","93","92.93",0.0010752688172043,"M","M","MM",5400
"802","92","94","92.94",0.000716845878136201,"M","F","MF",5400
"803","92","95","92.95",0,"M","F","MF",5400
"804","92","96","92.96",0,"M","F","MF",5400
"805","92","97","92.97",0,"M","F","MF",5400
"806","92","uk2","92.uk2",0.00197132616487455,"M","U",NA,5400
"807","93","103","93.103",0.00518433179723502,"M","F","MF",5400
"808","93","104","93.104",0,"M","M","MM",5400
"809","93","105","93.105",0,"M","F","MF",5400
"810","93","106","93.106",0,"M","M","MM",5400
"811","93","107","93.107",0,"M","F","MF",5400
"812","93","108","93.108",0,"M","M","MM",5400
"813","93","109","93.109",0.00115207373271889,"M","M","MM",5400
"814","93","110","93.110",0,"M","M","MM",5400
"815","93","111","93.111",0,"M","M","MM",5400
"816","93","112","93.112",0,"M","F","MF",5400
"817","93","113","93.113",0,"M","M","MM",5400
"818","93","114","93.114",0,"M","M","MM",5400
"819","93","115","93.115",0,"M","F","MF",5400
"820","93","116","93.116",0,"M","M","MM",5400
"821","93","118","93.118",0,"M","M","MM",5400
"822","93","119","93.119",0,"M","M","MM",5400
"823","93","120","93.120",0,"M","M","MM",5400
"824","93","121","93.121",0.00604838709677419,"M","M","MM",5400
"825","93","122","93.122",0,"M","F","MF",5400
"826","93","123","93.123",0,"M","F","MF",5400
"827","93","124","93.124",0,"M","F","MF",5400
"828","93","125","93.125",0,"M","M","MM",5400
"829","93","126","93.126",0,"M","M","MM",5400
"830","93","127","93.127",0,"M","F","MF",5400
"831","93","129","93.129",0,"M","M","MM",5400
"832","93","92","93.92",0.00604838709677419,"M","M","MM",5400
"833","93","94","93.94",0.0158410138248848,"M","F","MF",5400
"834","93","95","93.95",0,"M","F","MF",5400
"835","93","96","93.96",0,"M","F","MF",5400
"836","93","97","93.97",0,"M","F","MF",5400
"837","93","uk2","93.uk2",0.0097926267281106,"M","U",NA,5400
"838","94","103","94.103",0.00203151933021423,"F","F","FF",5400
"839","94","104","94.104",0,"F","M","MF",5400
"840","94","105","94.105",0,"F","F","FF",5400
"841","94","106","94.106",0,"F","M","MF",5400
"842","94","107","94.107",0,"F","F","FF",5400
"843","94","108","94.108",0,"F","M","MF",5400
"844","94","109","94.109",6.15611918246737e-05,"F","M","MF",5400
"845","94","110","94.110",0,"F","M","MF",5400
"846","94","111","94.111",0,"F","M","MF",5400
"847","94","112","94.112",0,"F","F","FF",5400
"848","94","113","94.113",0,"F","M","MF",5400
"849","94","114","94.114",0,"F","M","MF",5400
"850","94","115","94.115",0,"F","F","FF",5400
"851","94","116","94.116",0,"F","M","MF",5400
"852","94","118","94.118",0,"F","M","MF",5400
"853","94","119","94.119",0,"F","M","MF",5400
"854","94","120","94.120",0,"F","M","MF",5400
"855","94","121","94.121",0.00474021177049988,"F","M","MF",5400
"856","94","122","94.122",0,"F","F","FF",5400
"857","94","123","94.123",0,"F","F","FF",5400
"858","94","124","94.124",0,"F","F","FF",5400
"859","94","125","94.125",0,"F","M","MF",5400
"860","94","126","94.126",0,"F","M","MF",5400
"861","94","127","94.127",0,"F","F","FF",5400
"862","94","129","94.129",0,"F","M","MF",5400
"863","94","92","94.92",0.000246244767298695,"F","M","MF",5400
"864","94","93","94.93",0.00664860871706476,"F","M","MF",5400
"865","94","95","94.95",0,"F","F","FF",5400
"866","94","96","94.96",0,"F","F","FF",5400
"867","94","97","94.97",0.000246244767298695,"F","F","FF",5400
"868","94","uk2","94.uk2",0.00190839694656489,"F","U",NA,5400
"869","95","103","95.103",0,"F","F","FF",5400
"870","95","104","95.104",0,"F","M","MF",5400
"871","95","105","95.105",0,"F","F","FF",5400
"872","95","106","95.106",0.0130183352975032,"F","M","MF",5400
"873","95","107","95.107",5.48140433579083e-05,"F","F","FF",5400
"874","95","108","95.108",0.0150738619234248,"F","M","MF",5400
"875","95","109","95.109",0.000246663195110587,"F","M","MF",5400
"876","95","110","95.110",0,"F","M","MF",5400
"877","95","111","95.111",0,"F","M","MF",5400
"878","95","112","95.112",0,"F","F","FF",5400
"879","95","113","95.113",0,"F","M","MF",5400
"880","95","114","95.114",0,"F","M","MF",5400
"881","95","115","95.115",0,"F","F","FF",5400
"882","95","116","95.116",0,"F","M","MF",5400
"883","95","118","95.118",0.00290514429796914,"F","M","MF",5400
"884","95","119","95.119",0,"F","M","MF",5400
"885","95","120","95.120",0,"F","M","MF",5400
"886","95","121","95.121",0,"F","M","MF",5400
"887","95","122","95.122",0,"F","F","FF",5400
"888","95","123","95.123",0,"F","F","FF",5400
"889","95","124","95.124",0,"F","F","FF",5400
"890","95","125","95.125",0,"F","M","MF",5400
"891","95","126","95.126",0,"F","M","MF",5400
"892","95","127","95.127",0,"F","F","FF",5400
"893","95","129","95.129",0.0226656069284951,"F","M","MF",5400
"894","95","92","95.92",0,"F","M","MF",5400
"895","95","93","95.93",0,"F","M","MF",5400
"896","95","94","95.94",0,"F","F","FF",5400
"897","95","96","95.96",8.22210650368624e-05,"F","F","FF",5400
"898","95","97","95.97",0.000822210650368624,"F","F","FF",5400
"899","95","uk2","95.uk2",0,"F","U",NA,5400
"900","96","103","96.103",0,"F","F","FF",5400
"901","96","104","96.104",0,"F","M","MF",5400
"902","96","105","96.105",0,"F","F","FF",5400
"903","96","106","96.106",0.00691244239631336,"F","M","MF",5400
"904","96","107","96.107",0,"F","F","FF",5400
"905","96","108","96.108",0.0115207373271889,"F","M","MF",5400
"906","96","109","96.109",0,"F","M","MF",5400
"907","96","110","96.110",0,"F","M","MF",5400
"908","96","111","96.111",0,"F","M","MF",5400
"909","96","112","96.112",0,"F","F","FF",5400
"910","96","113","96.113",0,"F","M","MF",5400
"911","96","114","96.114",0,"F","M","MF",5400
"912","96","115","96.115",0,"F","F","FF",5400
"913","96","116","96.116",0.00460829493087558,"F","M","MF",5400
"914","96","118","96.118",0.00460829493087558,"F","M","MF",5400
"915","96","119","96.119",0,"F","M","MF",5400
"916","96","120","96.120",0,"F","M","MF",5400
"917","96","121","96.121",0,"F","M","MF",5400
"918","96","122","96.122",0,"F","F","FF",5400
"919","96","123","96.123",0,"F","F","FF",5400
"920","96","124","96.124",0,"F","F","FF",5400
"921","96","125","96.125",0,"F","M","MF",5400
"922","96","126","96.126",0,"F","M","MF",5400
"923","96","127","96.127",0,"F","F","FF",5400
"924","96","129","96.129",0,"F","M","MF",5400
"925","96","92","96.92",0,"F","M","MF",5400
"926","96","93","96.93",0,"F","M","MF",5400
"927","96","94","96.94",0,"F","F","FF",5400
"928","96","95","96.95",0.00230414746543779,"F","F","FF",5400
"929","96","97","96.97",0.00230414746543779,"F","F","FF",5400
"930","96","uk2","96.uk2",0,"F","U",NA,5400
"931","97","103","97.103",0,"F","F","FF",5400
"932","97","104","97.104",0,"F","M","MF",5400
"933","97","105","97.105",0,"F","F","FF",5400
"934","97","106","97.106",0.000637511156445238,"F","M","MF",5400
"935","97","107","97.107",0.000255004462578095,"F","F","FF",5400
"936","97","108","97.108",0.0153640188703302,"F","M","MF",5400
"937","97","109","97.109",0,"F","M","MF",5400
"938","97","110","97.110",0,"F","M","MF",5400
"939","97","111","97.111",0,"F","M","MF",5400
"940","97","112","97.112",0,"F","F","FF",5400
"941","97","113","97.113",0,"F","M","MF",5400
"942","97","114","97.114",0,"F","M","MF",5400
"943","97","115","97.115",0,"F","F","FF",5400
"944","97","116","97.116",0,"F","M","MF",5400
"945","97","118","97.118",0,"F","M","MF",5400
"946","97","119","97.119",0,"F","M","MF",5400
"947","97","120","97.120",0,"F","M","MF",5400
"948","97","121","97.121",0,"F","M","MF",5400
"949","97","122","97.122",0,"F","F","FF",5400
"950","97","123","97.123",0,"F","F","FF",5400
"951","97","124","97.124",0,"F","F","FF",5400
"952","97","125","97.125",0,"F","M","MF",5400
"953","97","126","97.126",0,"F","M","MF",5400
"954","97","127","97.127",0,"F","F","FF",5400
"955","97","129","97.129",0,"F","M","MF",5400
"956","97","92","97.92",0,"F","M","MF",5400
"957","97","93","97.93",0,"F","M","MF",5400
"958","97","94","97.94",0.000382506693867143,"F","F","FF",5400
"959","97","95","97.95",0.00184878235369119,"F","F","FF",5400
"960","97","96","97.96",6.37511156445238e-05,"F","F","FF",5400
"961","97","uk2","97.uk2",0,"F","U",NA,5400
"962","uk2","103","uk2.103",0.0043010752688172,"U","F",NA,5400
"963","uk2","104","uk2.104",0,"U","M",NA,5400
"964","uk2","105","uk2.105",0,"U","F",NA,5400
"965","uk2","106","uk2.106",0,"U","M",NA,5400
"966","uk2","107","uk2.107",0.000661703887510339,"U","F",NA,5400
"967","uk2","108","uk2.108",0,"U","M",NA,5400
"968","uk2","109","uk2.109",0.00297766749379653,"U","M",NA,5400
"969","uk2","110","uk2.110",0,"U","M",NA,5400
"970","uk2","111","uk2.111",0,"U","M",NA,5400
"971","uk2","112","uk2.112",0,"U","F",NA,5400
"972","uk2","113","uk2.113",0,"U","M",NA,5400
"973","uk2","114","uk2.114",0,"U","M",NA,5400
"974","uk2","115","uk2.115",0.000661703887510339,"U","F",NA,5400
"975","uk2","116","uk2.116",0,"U","M",NA,5400
"976","uk2","118","uk2.118",0,"U","M",NA,5400
"977","uk2","119","uk2.119",0,"U","M",NA,5400
"978","uk2","120","uk2.120",0,"U","M",NA,5400
"979","uk2","121","uk2.121",0.0143920595533499,"U","M",NA,5400
"980","uk2","122","uk2.122",0,"U","F",NA,5400
"981","uk2","123","uk2.123",0,"U","F",NA,5400
"982","uk2","124","uk2.124",0,"U","F",NA,5400
"983","uk2","125","uk2.125",0,"U","M",NA,5400
"984","uk2","126","uk2.126",0,"U","M",NA,5400
"985","uk2","127","uk2.127",0,"U","F",NA,5400
"986","uk2","129","uk2.129",0.000165425971877585,"U","M",NA,5400
"987","uk2","92","uk2.92",0.00248138957816377,"U","M",NA,5400
"988","uk2","93","uk2.93",0.00463192721257237,"U","M",NA,5400
"989","uk2","94","uk2.94",0.0120760959470637,"U","F",NA,5400
"990","uk2","95","uk2.95",0,"U","F",NA,5400
"991","uk2","96","uk2.96",0,"U","F",NA,5400
"992","uk2","97","uk2.97",0,"U","F",NA,5400
"993","103","103","103.103",NA,"F","F","FF",NA
"994","104","104","104.104",NA,"M","M","MM",NA
"995","105","105","105.105",NA,"F","F","FF",NA
"996","106","106","106.106",NA,"M","M","MM",NA
"997","107","107","107.107",NA,"F","F","FF",NA
"998","108","108","108.108",NA,"M","M","MM",NA
"999","109","109","109.109",NA,"M","M","MM",NA
"1000","110","110","110.110",NA,"M","M","MM",NA
"1001","111","111","111.111",NA,"M","M","MM",NA
"1002","112","112","112.112",NA,"F","F","FF",NA
"1003","113","113","113.113",NA,"M","M","MM",NA
"1004","114","114","114.114",NA,"M","M","MM",NA
"1005","115","115","115.115",NA,"F","F","FF",NA
"1006","116","116","116.116",NA,"M","M","MM",NA
"1007","118","118","118.118",NA,"M","M","MM",NA
"1008","119","119","119.119",NA,"M","M","MM",NA
"1009","120","120","120.120",NA,"M","M","MM",NA
"1010","121","121","121.121",NA,"M","M","MM",NA
"1011","122","122","122.122",NA,"F","F","FF",NA
"1012","123","123","123.123",NA,"F","F","FF",NA
"1013","124","124","124.124",NA,"F","F","FF",NA
"1014","125","125","125.125",NA,"M","M","MM",NA
"1015","126","126","126.126",NA,"M","M","MM",NA
"1016","127","127","127.127",NA,"F","F","FF",NA
"1017","129","129","129.129",NA,"M","M","MM",NA
"1018","92","92","92.92",NA,"M","M","MM",NA
"1019","93","93","93.93",NA,"M","M","MM",NA
"1020","94","94","94.94",NA,"F","F","FF",NA
"1021","95","95","95.95",NA,"F","F","FF",NA
"1022","96","96","96.96",NA,"F","F","FF",NA
"1023","97","97","97.97",NA,"F","F","FF",NA
"1024","uk2","uk2","uk2.uk2",NA,"U","U","UU",NA
