INDV1,INDV2,N_AaAa,N_AAaa,N1_Aa,N2_Aa,RELATEDNESS_PHI
S0037,S0104,21,7,45,35,0.0875
S0037,S0105,26,9,45,45,0.0888889
S0037,S0110,28,2,45,49,0.255319
S0037,S0111,20,2,45,42,0.183908
S0037,S0112,32,6,45,49,0.212766
S0037,S0113,21,8,45,32,0.0649351
S0037,S0114,24,10,45,40,0.0470588
S0037,S0116,15,7,45,28,0.0136986
S0037,S0117,14,6,45,29,0.027027
S0037,S0121,36,0,45,68,0.318584
S0037,S0123,23,9,45,43,0.0568182
S0037,S0124,26,5,45,47,0.173913
S0037,S0125,13,7,45,25,-0.0142857
S0037,S0126,21,4,45,34,0.164557
S0037,S0127,21,6,45,32,0.116883
S0037,S0128,20,4,45,37,0.146341
S0037,S0129,19,9,45,35,0.0125
S0037,S0134,23,1,45,47,0.228261
S0037,S0135,18,7,45,36,0.0493827
S0037,S0136,16,9,45,28,-0.0273973
S0037,S0137,21,4,45,38,0.156627
S0037,S0138,18,2,45,36,0.17284
S0037,S0139,21,10,45,37,0.0121951
S0037,S0141,16,6,45,35,0.05
S0037,S0146,26,6,45,45,0.155556
S0037,S0147,16,7,45,32,0.025974
S0037,S0148,19,5,45,40,0.105882
S0037,S0150,16,7,45,31,0.0263158
S0037,S0151,33,1,45,40,0.364706
S0037,S0152,17,8,45,27,0.0138889
S0037,S0153,21,3,45,37,0.182927
S0037,S0157,23,5,45,34,0.164557
S0037,S0158,16,7,45,35,0.025
S0037,S0159,21,8,45,35,0.0625
S0037,S0161,16,7,45,35,0.025
S0037,S0162,18,4,45,34,0.126582
S0037,S0163,25,9,45,38,0.0843373
S0037,S0164,23,7,45,40,0.105882
S0037,S0165,26,5,45,39,0.190476
S0037,S0169,18,4,45,35,0.125
S0037,S0170,22,9,45,34,0.0506329
S0037,S0171,33,1,45,59,0.298077
S0037,S0172,24,4,45,45,0.177778
S0037,S0173,23,2,45,43,0.215909
S0037,S0174,24,4,45,43,0.181818
S0037,S0175,16,6,45,26,0.056338
S0037,S0176,23,5,45,46,0.142857
S0037,S0177,16,5,45,33,0.0769231
S0037,S0181,16,3,45,32,0.12987
S0037,S0182,16,2,45,41,0.139535
S0037,S0183,22,7,45,46,0.0879121
S0037,S0184,24,7,45,44,0.11236
S0037,S0185,13,8,45,25,-0.0428571
S0037,S0186,19,6,45,37,0.0853659
S0037,S0187,19,5,45,31,0.118421
S0037,S0188,9,5,45,30,-0.0133333
S0037,S0189,21,5,45,40,0.129412
S0038,S0001,12,3,32,34,0.0909091
S0038,S0002,23,0,32,70,0.22549
S0038,S0004,13,10,32,31,-0.111111
S0038,S0005,16,2,32,44,0.157895
S0038,S0006,14,4,32,43,0.08
S0038,S0007,12,6,32,30,0
S0038,S0008,13,4,32,38,0.0714286
S0038,S0009,11,8,32,28,-0.0833333
S0038,S0015,19,2,32,56,0.170455
S0038,S0016,14,5,32,40,0.0555556
S0038,S0017,19,8,32,40,0.0416667
S0038,S0018,21,2,32,57,0.191011
S0038,S0019,14,3,32,38,0.114286
S0038,S0020,16,5,32,38,0.0857143
S0038,S0021,15,10,32,33,-0.0769231
S0038,S0025,17,4,32,44,0.118421
S0038,S0026,12,9,32,33,-0.0923077
S0038,S0027,17,8,32,37,0.0144928
S0038,S0028,15,9,32,40,-0.0416667
S0038,S0029,14,2,32,32,0.15625
S0038,S0030,13,4,32,31,0.0793651
S0038,S0031,14,3,32,34,0.121212
S0038,S0032,13,4,32,43,0.0666667
S0038,S0033,16,7,32,38,0.0285714
S0038,S0037,17,7,32,45,0.038961
S0038,S0038,32,0,32,32,0.5
S0038,S0039,14,6,32,34,0.030303
S0038,S0040,14,6,32,36,0.0294118
S0038,S0041,21,10,32,45,0.012987
S0038,S0042,20,6,32,40,0.111111
S0038,S0043,20,8,32,51,0.0481928
S0038,S0044,16,4,32,33,0.123077
S0038,S0045,13,9,32,38,-0.0714286
S0038,S0051,11,6,32,24,-0.0178571
S0038,S0052,18,9,32,36,0
S0038,S0053,14,7,32,27,0
S0038,S0054,23,1,32,50,0.256098
S0038,S0055,9,2,32,35,0.0746269
S0038,S0056,15,12,32,28,-0.15
S0038,S0057,11,11,32,33,-0.169231
S0038,S0062,12,8,32,38,-0.0571429
S0038,S0063,17,4,32,38,0.128571
S0038,S0065,12,2,32,36,0.117647
S0038,S0066,19,6,32,44,0.0921053
S0038,S0068,18,8,32,44,0.0263158
S0038,S0069,16,11,32,36,-0.0882353
S0038,S0073,9,4,32,38,0.0142857
S0038,S0074,9,7,32,29,-0.0819672
S0038,S0075,19,4,32,40,0.152778
S0038,S0076,13,7,32,31,-0.015873
S0038,S0077,17,13,32,26,-0.155172
S0038,S0078,19,4,32,45,0.142857
S0038,S0079,18,8,32,38,0.0285714
S0038,S0080,17,10,32,41,-0.0410959
S0038,S0081,17,9,32,45,-0.012987
S0038,S0085,16,2,32,32,0.1875
S0038,S0087,13,3,32,35,0.104478
S0038,S0088,13,11,32,29,-0.147541
S0038,S0089,22,6,32,48,0.125
S0038,S0090,14,9,32,35,-0.0597015
S0038,S0091,15,7,32,39,0.0140845
S0038,S0092,16,10,32,35,-0.0597015
S0038,S0093,14,6,32,40,0.0277778
S0038,S0099,17,9,32,35,-0.0149254
S0038,S0101,14,5,32,39,0.056338
S0038,S0102,13,6,32,37,0.0144928
S0038,S0103,15,5,32,38,0.0714286
S0038,S0104,20,4,32,35,0.179104
S0038,S0105,23,2,32,45,0.246753
S0038,S0110,15,3,32,49,0.111111
S0038,S0111,15,11,32,42,-0.0945946
S0038,S0112,23,5,32,49,0.160494
S0038,S0113,19,6,32,32,0.109375
S0038,S0114,18,8,32,40,0.0277778
S0038,S0116,12,9,32,28,-0.1
S0038,S0117,16,1,32,29,0.229508
S0038,S0121,23,1,32,68,0.21
S0038,S0123,17,9,32,43,-0.0133333
S0038,S0124,17,4,32,47,0.113924
S0038,S0125,13,6,32,25,0.0175439
S0038,S0126,18,6,32,34,0.0909091
S0038,S0127,17,10,32,32,-0.046875
S0038,S0128,18,6,32,37,0.0869565
S0038,S0129,15,8,32,35,-0.0149254
S0038,S0134,15,3,32,47,0.113924
S0038,S0135,15,9,32,36,-0.0441176
S0038,S0136,15,17,32,28,-0.316667
S0038,S0137,14,7,32,38,0
S0038,S0138,18,6,32,36,0.0882353
S0038,S0139,14,10,32,37,-0.0869565
S0038,S0141,14,7,32,35,0
S0038,S0146,18,4,32,45,0.12987
S0038,S0147,16,10,32,32,-0.0625
S0038,S0148,16,7,32,40,0.0277778
S0038,S0150,8,5,32,31,-0.031746
S0038,S0151,14,1,32,40,0.166667
S0038,S0152,12,2,32,27,0.135593
S0038,S0153,19,10,32,37,-0.0144928
S0038,S0157,16,6,32,34,0.0606061
S0038,S0158,11,2,32,35,0.104478
S0038,S0159,19,10,32,35,-0.0149254
S0038,S0161,19,5,32,35,0.134328
S0038,S0162,15,9,32,34,-0.0454545
S0038,S0163,13,6,32,38,0.0142857
S0038,S0164,14,1,32,40,0.166667
S0038,S0165,16,5,32,39,0.084507
S0038,S0169,14,5,32,35,0.0597015
S0038,S0170,11,5,32,34,0.0151515
S0038,S0171,27,0,32,59,0.296703
S0038,S0172,20,5,32,45,0.12987
S0038,S0173,17,9,32,43,-0.0133333
S0038,S0174,19,3,32,43,0.173333
S0038,S0175,12,3,32,26,0.103448
S0038,S0176,16,9,32,46,-0.025641
S0038,S0177,14,2,32,33,0.153846
S0038,S0181,13,3,32,32,0.109375
S0038,S0182,17,9,32,41,-0.0136986
S0038,S0183,13,7,32,46,-0.0128205
S0038,S0184,14,5,32,44,0.0526316
S0038,S0185,8,11,32,25,-0.245614
S0038,S0186,15,11,32,37,-0.101449
S0038,S0187,19,1,32,31,0.269841
S0038,S0188,12,7,32,30,-0.0322581
S0038,S0189,14,10,32,40,-0.0833333
S0039,S0001,14,10,34,34,-0.0882353
S0039,S0002,25,2,34,70,0.201923
S0039,S0004,7,12,34,31,-0.261538
S0039,S0005,16,10,34,44,-0.0512821
S0039,S0006,15,8,34,43,-0.012987
S0039,S0007,12,11,34,30,-0.15625
S0039,S0008,11,7,34,38,-0.0416667
S0039,S0009,11,6,34,28,-0.016129
S0039,S0015,18,4,34,56,0.111111
S0039,S0016,12,10,34,40,-0.108108
S0039,S0017,16,8,34,40,0
S0039,S0018,22,5,34,57,0.131868
S0039,S0019,14,6,34,38,0.0277778
S0039,S0020,13,11,34,38,-0.125
S0039,S0021,15,10,34,33,-0.0746269
S0039,S0025,23,8,34,44,0.0897436
S0039,S0026,13,12,34,33,-0.164179
S0039,S0027,10,11,34,37,-0.169014
S0039,S0028,16,11,34,40,-0.0810811
S0039,S0029,15,13,34,32,-0.166667
S0039,S0030,13,10,34,31,-0.107692
S0039,S0031,14,9,34,34,-0.0588235
S0039,S0032,11,8,34,43,-0.0649351
S0039,S0033,16,10,34,38,-0.0555556
S0039,S0037,14,4,34,45,0.0759494
S0039,S0038,14,6,34,32,0.030303
S0039,S0039,34,0,34,34,0.5
S0039,S0040,18,1,34,36,0.228571
S0039,S0041,24,14,34,45,-0.0506329
S0039,S0042,19,1,34,40,0.22973
S0039,S0043,22,9,34,51,0.0470588
S0039,S0044,16,13,34,33,-0.149254
S0039,S0045,15,8,34,38,-0.0138889
S0039,S0051,7,13,34,24,-0.327586
S0039,S0052,20,11,34,36,-0.0285714
S0039,S0053,11,2,34,27,0.114754
S0039,S0054,22,8,34,50,0.0714286
S0039,S0055,13,5,34,35,0.0434783
S0039,S0056,13,8,34,28,-0.0483871
S0039,S0057,16,11,34,33,-0.0895522
S0039,S0062,18,9,34,38,0
S0039,S0063,20,9,34,38,0.0277778
S0039,S0065,16,12,34,36,-0.114286
S0039,S0066,18,8,34,44,0.025641
S0039,S0068,14,5,34,44,0.0512821
S0039,S0069,17,7,34,36,0.0428571
S0039,S0073,13,5,34,38,0.0416667
S0039,S0074,12,12,34,29,-0.190476
S0039,S0075,12,6,34,40,0
S0039,S0076,14,1,34,31,0.184615
S0039,S0077,10,15,34,26,-0.333333
S0039,S0078,19,6,34,45,0.0886076
S0039,S0079,21,5,34,38,0.152778
S0039,S0080,21,11,34,41,-0.0133333
S0039,S0081,19,9,34,45,0.0126582
S0039,S0085,15,9,34,32,-0.0454545
S0039,S0087,21,10,34,35,0.0144928
S0039,S0088,14,13,34,29,-0.190476
S0039,S0089,20,7,34,48,0.0731707
S0039,S0090,18,14,34,35,-0.144928
S0039,S0091,16,1,34,39,0.191781
S0039,S0092,17,13,34,35,-0.130435
S0039,S0093,16,8,34,40,0
S0039,S0099,12,9,34,35,-0.0869565
S0039,S0101,16,8,34,39,0
S0039,S0102,10,8,34,37,-0.084507
S0039,S0103,14,10,34,38,-0.0833333
S0039,S0104,18,14,34,35,-0.144928
S0039,S0105,19,7,34,45,0.0632911
S0039,S0110,18,8,34,49,0.0240964
S0039,S0111,19,12,34,42,-0.0657895
S0039,S0112,20,5,34,49,0.120482
S0039,S0113,13,8,34,32,-0.0454545
S0039,S0114,13,11,34,40,-0.121622
S0039,S0116,16,15,34,28,-0.225806
S0039,S0117,11,6,34,29,-0.015873
S0039,S0121,24,4,34,68,0.156863
S0039,S0123,13,8,34,43,-0.038961
S0039,S0124,26,12,34,47,0.0246914
S0039,S0125,14,11,34,25,-0.135593
S0039,S0126,15,12,34,34,-0.132353
S0039,S0127,10,14,34,32,-0.272727
S0039,S0128,18,12,34,37,-0.084507
S0039,S0129,11,10,34,35,-0.130435
S0039,S0134,18,8,34,47,0.0246914
S0039,S0135,16,14,34,36,-0.171429
S0039,S0136,11,18,34,28,-0.403226
S0039,S0137,17,7,34,38,0.0416667
S0039,S0138,15,6,34,36,0.0428571
S0039,S0139,15,9,34,37,-0.0422535
S0039,S0141,18,15,34,35,-0.173913
S0039,S0146,16,6,34,45,0.0506329
S0039,S0147,12,11,34,32,-0.151515
S0039,S0148,18,13,34,40,-0.108108
S0039,S0150,15,18,34,31,-0.323077
S0039,S0151,13,1,34,40,0.148649
S0039,S0152,12,9,34,27,-0.0983607
S0039,S0153,17,12,34,37,-0.0985915
S0039,S0157,16,6,34,34,0.0588235
S0039,S0158,12,8,34,35,-0.057971
S0039,S0159,15,9,34,35,-0.0434783
S0039,S0161,15,8,34,35,-0.0144928
S0039,S0162,19,13,34,34,-0.102941
S0039,S0163,16,8,34,38,0
S0039,S0164,19,4,34,40,0.148649
S0039,S0165,14,10,34,39,-0.0821918
S0039,S0169,19,5,34,35,0.130435
S0039,S0170,13,7,34,34,-0.0147059
S0039,S0171,25,4,34,59,0.182796
S0039,S0172,19,9,34,45,0.0126582
S0039,S0173,21,10,34,43,0.012987
S0039,S0174,19,8,34,43,0.038961
S0039,S0175,13,11,34,26,-0.15
S0039,S0176,19,8,34,46,0.0375
S0039,S0177,15,11,34,33,-0.104478
S0039,S0181,16,13,34,32,-0.151515
S0039,S0182,15,7,34,41,0.0133333
S0039,S0183,22,8,34,46,0.075
S0039,S0184,23,13,34,44,-0.0384615
S0039,S0185,5,8,34,25,-0.186441
S0039,S0186,19,16,34,37,-0.183099
S0039,S0187,12,10,34,31,-0.123077
S0039,S0188,15,14,34,30,-0.203125
S0039,S0189,11,10,34,40,-0.121622
S0040,S0001,17,7,36,34,0.0428571
S0040,S0002,30,0,36,70,0.283019
S0040,S0004,14,12,36,31,-0.149254
S0040,S0005,24,12,36,44,0
S0040,S0006,17,4,36,43,0.113924
S0040,S0007,17,8,36,30,0.0151515
S0040,S0008,19,10,36,38,-0.0135135
S0040,S0009,12,6,36,28,0
S0040,S0015,26,5,36,56,0.173913
S0040,S0016,13,6,36,40,0.0131579
S0040,S0017,21,6,36,40,0.118421
S0040,S0018,24,3,36,57,0.193548
S0040,S0019,16,5,36,38,0.0810811
S0040,S0020,17,13,36,38,-0.121622
S0040,S0021,17,13,36,33,-0.130435
S0040,S0025,19,3,36,44,0.1625
S0040,S0026,10,2,36,33,0.0869565
S0040,S0027,14,10,36,37,-0.0821918
S0040,S0028,16,5,36,40,0.0789474
S0040,S0029,18,13,36,32,-0.117647
S0040,S0030,15,11,36,31,-0.104478
S0040,S0031,13,5,36,34,0.0428571
S0040,S0032,16,6,36,43,0.0506329
S0040,S0033,18,6,36,38,0.0810811
S0040,S0037,22,5,36,45,0.148148
S0040,S0038,14,6,36,32,0.0294118
S0040,S0039,18,1,36,34,0.228571
S0040,S0040,36,0,36,36,0.5
S0040,S0041,16,11,36,45,-0.0740741
S0040,S0042,20,1,36,40,0.236842
S0040,S0043,20,7,36,51,0.0689655
S0040,S0044,17,8,36,33,0.0144928
S0040,S0045,11,4,36,38,0.0405405
S0040,S0051,11,12,36,24,-0.216667
S0040,S0052,18,12,36,36,-0.0833333
S0040,S0053,21,6,36,27,0.142857
S0040,S0054,21,4,36,50,0.151163
S0040,S0055,19,6,36,35,0.0985915
S0040,S0056,15,12,36,28,-0.140625
S0040,S0057,18,6,36,33,0.0869565
S0040,S0062,17,6,36,38,0.0675676
S0040,S0063,17,2,36,38,0.175676
S0040,S0065,18,12,36,36,-0.0833333
S0040,S0066,25,11,36,44,0.0375
S0040,S0068,21,9,36,44,0.0375
S0040,S0069,21,6,36,36,0.125
S0040,S0073,20,6,36,38,0.108108
S0040,S0074,11,10,36,29,-0.138462
S0040,S0075,19,6,36,40,0.0921053
S0040,S0076,21,4,36,31,0.19403
S0040,S0077,9,12,36,26,-0.241935
S0040,S0078,20,6,36,45,0.0987654
S0040,S0079,23,4,36,38,0.202703
S0040,S0080,17,6,36,41,0.0649351
S0040,S0081,23,8,36,45,0.0864198
S0040,S0085,11,4,36,32,0.0441176
S0040,S0087,18,0,36,35,0.253521
S0040,S0088,15,11,36,29,-0.107692
S0040,S0089,25,6,36,48,0.154762
S0040,S0090,17,7,36,35,0.0422535
S0040,S0091,23,6,36,39,0.146667
S0040,S0092,16,12,36,35,-0.112676
S0040,S0093,20,10,36,40,0
S0040,S0099,16,9,36,35,-0.028169
S0040,S0101,21,6,36,39,0.12
S0040,S0102,15,4,36,37,0.0958904
S0040,S0103,17,10,36,38,-0.0405405
S0040,S0104,19,13,36,35,-0.0985915
S0040,S0105,20,8,36,45,0.0493827
S0040,S0110,21,4,36,49,0.152941
S0040,S0111,14,7,36,42,0
S0040,S0112,21,2,36,49,0.2
S0040,S0113,16,12,36,32,-0.117647
S0040,S0114,17,8,36,40,0.0131579
S0040,S0116,15,10,36,28,-0.078125
S0040,S0117,16,6,36,29,0.0615385
S0040,S0121,26,1,36,68,0.230769
S0040,S0123,16,4,36,43,0.101266
S0040,S0124,21,8,36,47,0.060241
S0040,S0125,14,12,36,25,-0.163934
S0040,S0126,11,3,36,34,0.0714286
S0040,S0127,12,12,36,32,-0.176471
S0040,S0128,20,10,36,37,0
S0040,S0129,17,12,36,35,-0.0985915
S0040,S0134,18,4,36,47,0.120482
S0040,S0135,17,11,36,36,-0.0694444
S0040,S0136,10,14,36,28,-0.28125
S0040,S0137,16,4,36,38,0.108108
S0040,S0138,20,8,36,36,0.0555556
S0040,S0139,14,10,36,37,-0.0821918
S0040,S0141,20,12,36,35,-0.056338
S0040,S0146,21,5,36,45,0.135802
S0040,S0147,12,12,36,32,-0.176471
S0040,S0148,18,10,36,40,-0.0263158
S0040,S0150,13,11,36,31,-0.134328
S0040,S0151,20,1,36,40,0.236842
S0040,S0152,12,9,36,27,-0.0952381
S0040,S0153,12,8,36,37,-0.0547945
S0040,S0157,20,5,36,34,0.142857
S0040,S0158,13,9,36,35,-0.0704225
S0040,S0159,17,9,36,35,-0.0140845
S0040,S0161,13,5,36,35,0.0422535
S0040,S0162,15,4,36,34,0.1
S0040,S0163,19,10,36,38,-0.0135135
S0040,S0164,17,3,36,40,0.144737
S0040,S0165,20,10,36,39,0
S0040,S0169,15,3,36,35,0.126761
S0040,S0170,13,5,36,34,0.0428571
S0040,S0171,26,1,36,59,0.252632
S0040,S0172,22,7,36,45,0.0987654
S0040,S0173,17,6,36,43,0.0632911
S0040,S0174,18,5,36,43,0.101266
S0040,S0175,13,11,36,26,-0.145161
S0040,S0176,24,8,36,46,0.097561
S0040,S0177,11,7,36,33,-0.0434783
S0040,S0181,11,6,36,32,-0.0147059
S0040,S0182,16,5,36,41,0.0779221
S0040,S0183,18,9,36,46,0
S0040,S0184,22,5,36,44,0.15
S0040,S0185,15,12,36,25,-0.147541
S0040,S0186,17,10,36,37,-0.0410959
S0040,S0187,16,8,36,31,0
S0040,S0188,11,9,36,30,-0.106061
S0040,S0189,18,13,36,40,-0.105263
S0041,S0001,20,5,45,34,0.126582
S0041,S0002,34,0,45,70,0.295652
S0041,S0004,11,10,45,31,-0.118421
S0041,S0005,20,1,45,44,0.202247
S0041,S0006,20,4,45,43,0.136364
S0041,S0007,15,8,45,30,-0.0133333
S0041,S0008,20,5,45,38,0.120482
S0041,S0009,19,10,45,28,-0.0136986
S0041,S0015,26,3,45,56,0.19802
S0041,S0016,17,6,45,40,0.0588235
S0041,S0017,21,7,45,40,0.0823529
S0041,S0018,24,2,45,57,0.196078
S0041,S0019,15,3,45,38,0.108434
S0041,S0020,20,5,45,38,0.120482
S0041,S0021,24,7,45,33,0.128205
S0041,S0025,23,9,45,44,0.0561798
S0041,S0026,15,9,45,33,-0.0384615
S0041,S0027,20,11,45,37,-0.0243902
S0041,S0028,22,8,45,40,0.0705882
S0041,S0029,17,6,45,32,0.0649351
S0041,S0030,18,9,45,31,0
S0041,S0031,20,10,45,34,0
S0041,S0032,15,6,45,43,0.0340909
S0041,S0033,24,10,45,38,0.0481928
S0041,S0037,24,4,45,45,0.177778
S0041,S0038,21,10,45,32,0.012987
S0041,S0039,24,14,45,34,-0.0506329
S0041,S0040,16,11,45,36,-0.0740741
S0041,S0041,45,0,45,45,0.5
S0041,S0042,24,14,45,40,-0.0470588
S0041,S0043,25,4,45,51,0.177083
S0041,S0044,19,9,45,33,0.0128205
S0041,S0045,21,11,45,38,-0.0120482
S0041,S0051,13,13,45,24,-0.188406
S0041,S0052,20,10,45,36,0
S0041,S0053,12,10,45,27,-0.111111
S0041,S0054,30,11,45,50,0.0842105
S0041,S0055,15,0,45,35,0.1875
S0041,S0056,15,10,45,28,-0.0684932
S0041,S0057,13,11,45,33,-0.115385
S0041,S0062,20,5,45,38,0.120482
S0041,S0063,25,9,45,38,0.0843373
S0041,S0065,18,7,45,36,0.0493827
S0041,S0066,24,4,45,44,0.179775
S0041,S0068,20,4,45,44,0.134831
S0041,S0069,20,11,45,36,-0.0246914
S0041,S0073,16,2,45,38,0.144578
S0041,S0074,13,9,45,29,-0.0675676
S0041,S0075,22,7,45,40,0.0941176
S0041,S0076,9,8,45,31,-0.0921053
S0041,S0077,18,11,45,26,-0.056338
S0041,S0078,24,4,45,45,0.177778
S0041,S0079,22,7,45,38,0.0963855
S0041,S0080,19,7,45,41,0.0581395
S0041,S0081,18,4,45,45,0.111111
S0041,S0085,15,9,45,32,-0.038961
S0041,S0087,16,8,45,35,0
S0041,S0088,15,5,45,29,0.0675676
S0041,S0089,23,5,45,48,0.139785
S0041,S0090,21,8,45,35,0.0625
S0041,S0091,20,4,45,39,0.142857
S0041,S0092,24,8,45,35,0.1
S0041,S0093,19,3,45,40,0.152941
S0041,S0099,19,9,45,35,0.0125
S0041,S0101,16,7,45,39,0.0238095
S0041,S0102,13,8,45,37,-0.0365854
S0041,S0103,23,9,45,38,0.060241
S0041,S0104,23,9,45,35,0.0625
S0041,S0105,26,10,45,45,0.0666667
S0041,S0110,20,4,45,49,0.12766
S0041,S0111,22,5,45,42,0.137931
S0041,S0112,29,6,45,49,0.180851
S0041,S0113,15,2,45,32,0.142857
S0041,S0114,22,6,45,40,0.117647
S0041,S0116,13,9,45,28,-0.0684932
S0041,S0117,16,9,45,29,-0.027027
S0041,S0121,30,1,45,68,0.247788
S0041,S0123,22,8,45,43,0.0681818
S0041,S0124,30,4,45,47,0.23913
S0041,S0125,12,10,45,25,-0.114286
S0041,S0126,21,6,45,34,0.113924
S0041,S0127,19,12,45,32,-0.0649351
S0041,S0128,15,5,45,37,0.0609756
S0041,S0129,20,13,45,35,-0.075
S0041,S0134,20,3,45,47,0.152174
S0041,S0135,21,10,45,36,0.0123457
S0041,S0136,13,7,45,28,-0.0136986
S0041,S0137,14,7,45,38,0
S0041,S0138,15,4,45,36,0.0864198
S0041,S0139,19,8,45,37,0.0365854
S0041,S0141,15,4,45,35,0.0875
S0041,S0146,25,2,45,45,0.233333
S0041,S0147,13,6,45,32,0.012987
S0041,S0148,24,6,45,40,0.141176
S0041,S0150,14,4,45,31,0.0789474
S0041,S0151,19,2,45,40,0.176471
S0041,S0152,17,11,45,27,-0.0694444
S0041,S0153,18,8,45,37,0.0243902
S0041,S0157,20,12,45,34,-0.0506329
S0041,S0158,17,6,45,35,0.0625
S0041,S0159,18,5,45,35,0.1
S0041,S0161,20,10,45,35,0
S0041,S0162,18,4,45,34,0.126582
S0041,S0163,18,8,45,38,0.0240964
S0041,S0164,17,5,45,40,0.0823529
S0041,S0165,15,4,45,39,0.0833333
S0041,S0169,18,13,45,35,-0.1
S0041,S0170,17,6,45,34,0.0632911
S0041,S0171,31,2,45,59,0.259615
S0041,S0172,28,3,45,45,0.244444
S0041,S0173,27,9,45,43,0.102273
S0041,S0174,24,4,45,43,0.181818
S0041,S0175,10,5,45,26,0
S0041,S0176,20,6,45,46,0.0879121
S0041,S0177,17,6,45,33,0.0641026
S0041,S0181,18,5,45,32,0.103896
S0041,S0182,17,6,45,41,0.0581395
S0041,S0183,24,5,45,46,0.153846
S0041,S0184,18,4,45,44,0.11236
S0041,S0185,10,7,45,25,-0.0571429
S0041,S0186,22,7,45,37,0.097561
S0041,S0187,16,6,45,31,0.0526316
S0041,S0188,14,6,45,30,0.0266667
S0041,S0189,19,6,45,40,0.0823529
S0042,S0001,16,9,40,34,-0.027027
S0042,S0002,29,0,40,70,0.263636
S0042,S0004,13,11,40,31,-0.126761
S0042,S0005,24,12,40,44,0
S0042,S0006,17,3,40,43,0.13253
S0042,S0007,15,12,40,30,-0.128571
S0042,S0008,18,5,40,38,0.102564
S0042,S0009,13,8,40,28,-0.0441176
S0042,S0015,25,5,40,56,0.15625
S0042,S0016,13,5,40,40,0.0375
S0042,S0017,17,5,40,40,0.0875
S0042,S0018,24,3,40,57,0.185567
S0042,S0019,15,8,40,38,-0.0128205
S0042,S0020,16,13,40,38,-0.128205
S0042,S0021,14,9,40,33,-0.0547945
S0042,S0025,25,5,40,44,0.178571
S0042,S0026,16,11,40,33,-0.0821918
S0042,S0027,18,0,40,37,0.233766
S0042,S0028,16,6,40,40,0.05
S0042,S0029,18,10,40,32,-0.0277778
S0042,S0030,18,11,40,31,-0.056338
S0042,S0031,19,5,40,34,0.121622
S0042,S0032,12,4,40,43,0.0481928
S0042,S0033,20,10,40,38,0
S0042,S0037,20,5,40,45,0.117647
S0042,S0038,20,6,40,32,0.111111
S0042,S0039,19,1,40,34,0.22973
S0042,S0040,20,1,40,36,0.236842
S0042,S0041,24,14,40,45,-0.0470588
S0042,S0042,40,0,40,40,0.5
S0042,S0043,27,11,40,51,0.0549451
S0042,S0044,11,9,40,33,-0.0958904
S0042,S0045,16,8,40,38,0
S0042,S0051,9,11,40,24,-0.203125
S0042,S0052,14,12,40,36,-0.131579
S0042,S0053,12,5,40,27,0.0298507
S0042,S0054,22,5,40,50,0.133333
S0042,S0055,14,4,40,35,0.08
S0042,S0056,15,11,40,28,-0.102941
S0042,S0057,14,7,40,33,0
S0042,S0062,21,10,40,38,0.0128205
S0042,S0063,20,8,40,38,0.0512821
S0042,S0065,18,14,40,36,-0.131579
S0042,S0066,24,6,40,44,0.142857
S0042,S0068,20,5,40,44,0.119048
S0042,S0069,17,8,40,36,0.0131579
S0042,S0073,13,3,40,38,0.0897436
S0042,S0074,10,11,40,29,-0.173913
S0042,S0075,19,4,40,40,0.1375
S0042,S0076,17,3,40,31,0.15493
S0042,S0077,16,14,40,26,-0.181818
S0042,S0078,20,7,40,45,0.0705882
S0042,S0079,25,9,40,38,0.0897436
S0042,S0080,22,10,40,41,0.0246914
S0042,S0081,16,7,40,45,0.0235294
S0042,S0085,15,7,40,32,0.0138889
S0042,S0087,18,5,40,35,0.106667
S0042,S0088,12,9,40,29,-0.0869565
S0042,S0089,25,5,40,48,0.170455
S0042,S0090,20,14,40,35,-0.106667
S0042,S0091,24,12,40,39,0
S0042,S0092,21,12,40,35,-0.04
S0042,S0093,18,8,40,40,0.025
S0042,S0099,18,9,40,35,0
S0042,S0101,20,3,40,39,0.177215
S0042,S0102,16,1,40,37,0.181818
S0042,S0103,17,10,40,38,-0.0384615
S0042,S0104,17,11,40,35,-0.0666667
S0042,S0105,19,6,40,45,0.0823529
S0042,S0110,15,2,40,49,0.123596
S0042,S0111,19,10,40,42,-0.0121951
S0042,S0112,25,8,40,49,0.101124
S0042,S0113,14,13,40,32,-0.166667
S0042,S0114,19,9,40,40,0.0125
S0042,S0116,14,10,40,28,-0.0882353
S0042,S0117,18,6,40,29,0.0869565
S0042,S0121,28,1,40,68,0.240741
S0042,S0123,22,11,40,43,0
S0042,S0124,22,8,40,47,0.0689655
S0042,S0125,13,13,40,25,-0.2
S0042,S0126,17,8,40,34,0.0135135
S0042,S0127,15,1,40,32,0.180556
S0042,S0128,15,8,40,37,-0.012987
S0042,S0129,17,12,40,35,-0.0933333
S0042,S0134,15,2,40,47,0.126437
S0042,S0135,17,12,40,36,-0.0921053
S0042,S0136,11,16,40,28,-0.308824
S0042,S0137,16,5,40,38,0.0769231
S0042,S0138,18,6,40,36,0.0789474
S0042,S0139,18,10,40,37,-0.025974
S0042,S0141,12,10,40,35,-0.106667
S0042,S0146,25,9,40,45,0.0823529
S0042,S0147,12,12,40,32,-0.166667
S0042,S0148,19,10,40,40,-0.0125
